heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
97.39,-0.121,0.196,0.01,0.23,50.14,14,0
91.96,-1.289,0.622,-1.219,1.88,40.39,19,0
94.39,0.181,0.044,-0.18,0.259,40.34,12,0
95.51,-0.795,0.048,-0.34,0.866,20.09,21,0
93.78,-0.011,-1.608,1.58,2.255,60.58,10,0
111.18,-0.501,-0.913,0.371,1.106,51.8,23,0
85.19,1.009,-0.146,-0.08,1.023,72.73,20,1
66.33,-1.07,0.47,-0.547,1.29,48.58,14,0
57.46,0.081,0.099,-0.013,0.128,49.91,11,0
88.71,0.709,0.144,-0.361,0.809,55.02,8,0
120.75,-0.761,0.163,-1.827,1.986,76.49,17,1
61.67,0.019,0.478,1.708,1.774,44.88,4,0
70.6,-0.002,0.012,-0.039,0.041,28.04,10,0
100.53,0.083,-0.002,-0.076,0.113,26.05,6,0
57.99,1.384,0.525,0.026,1.481,28.56,22,0
83.35,0.903,0.025,0.576,1.071,32.26,21,0
99.61,0.137,-0.19,-0.223,0.324,44.77,7,0
67.01,-0.702,0.646,0.834,1.267,48.78,10,0
67.69,-0.224,-0.145,0.664,0.716,42.97,15,0
80.46,0.263,-1.167,0.425,1.27,26.35,15,0
97.62,-0.35,0.736,-0.378,0.899,28.58,9,0
75.67,0.013,-0.059,0.03,0.068,33.52,3,0
62.18,-1.104,0.296,-0.362,1.199,59.0,4,0
112.67,-0.086,0.01,0.642,0.648,46.1,11,0
111.05,1.424,1.437,-1.12,2.312,66.3,16,1
117.95,-1.133,-1.379,-1.257,2.183,69.88,9,1
149.59,-2.788,1.061,0.515,3.027,82.9,15,2
87.06,0.48,-0.323,0.308,0.656,59.21,0,0
100.74,-0.637,-0.338,-1.774,1.915,50.86,6,0
140.78,-2.158,0.913,0.086,2.345,79.72,8,1
81.13,0.58,0.863,-0.225,1.064,48.43,1,0
88.13,-0.264,0.297,1.2,1.264,47.34,18,0
82.21,0.063,-1.939,-0.64,2.043,36.45,8,0
94.54,-0.005,-0.018,0.018,0.026,55.74,12,0
84.78,-0.138,-1.181,0.826,1.448,57.6,20,0
98.97,0.074,1.433,-1.301,1.937,74.84,11,1
111.06,2.011,-0.594,0.329,2.123,75.15,20,1
71.62,-0.834,0.323,0.922,1.285,34.89,14,0
76.07,-0.102,-0.001,-0.007,0.102,36.36,12,0
94.66,-0.832,1.084,-0.207,1.382,62.22,22,0
135.6,1.208,-2.2,-0.252,2.522,104.43,15,2
66.81,0.816,-0.454,-0.059,0.935,32.15,12,0
96.62,-0.808,-0.03,0.696,1.067,31.4,1,0
64.52,-0.701,-1.624,0.137,1.774,43.9,20,0
102.05,0.177,0.352,-0.496,0.634,50.15,23,0
130.73,0.299,0.226,1.555,1.6,72.27,22,1
143.24,1.724,-0.12,1.725,2.442,97.83,10,1
82.79,0.565,0.244,-0.107,0.625,49.55,4,0
87.88,-0.249,0.74,-0.667,1.027,20.45,23,0
104.03,0.67,-0.638,-0.416,1.015,42.16,16,0
117.46,-0.225,-0.004,0.097,0.245,50.58,20,0
70.07,1.387,0.702,0.191,1.566,46.74,19,0
71.18,-0.636,-1.158,-0.055,1.322,65.31,16,0
86.3,0.134,-0.641,-0.879,1.096,51.56,21,0
79.78,-0.317,0.717,-0.345,0.856,25.05,3,0
77.24,-0.0,0.724,-0.048,0.725,56.71,4,0
95.83,-0.039,-0.039,0.02,0.058,35.82,5,0
76.24,-0.731,0.006,-0.785,1.073,45.92,19,0
100.01,0.057,-0.032,-0.087,0.108,65.4,11,0
102.39,-0.508,0.785,-0.026,0.935,47.05,23,0
125.74,-0.564,-1.112,-0.948,1.567,80.97,10,1
84.84,-0.42,0.669,-0.089,0.795,50.26,19,0
86.55,0.983,-0.355,-0.464,1.144,42.69,3,0
117.69,-0.225,0.721,-0.8,1.101,50.63,13,0
107.33,-0.034,1.266,-0.934,1.574,66.77,22,1
80.97,-0.006,0.645,-1.002,1.191,32.65,5,0
142.04,-2.587,-0.802,0.139,2.712,104.0,22,2
98.52,-1.007,0.245,-1.167,1.561,51.45,6,0
160.8,1.015,0.064,-3.006,3.173,86.95,7,2
115.45,0.825,-2.094,-0.151,2.256,64.45,22,1
89.32,-0.033,-0.212,-0.145,0.259,34.96,21,0
95.95,-1.488,0.589,0.884,1.828,26.11,6,0
125.99,1.353,2.052,0.717,2.561,89.08,6,2
134.98,-0.705,-0.113,2.337,2.444,72.24,13,1
102.02,-0.982,-0.188,0.162,1.012,40.55,5,0
166.33,0.415,-1.303,2.469,2.822,93.93,10,2
69.88,-0.041,0.038,-0.036,0.066,19.14,10,0
131.13,1.014,-0.677,0.79,1.453,83.72,19,1
115.35,-2.356,-0.737,-1.612,2.948,99.84,23,2
93.97,-0.093,-2.368,0.085,2.372,30.47,10,0
120.94,1.1,1.903,0.031,2.198,87.19,20,1
94.73,0.252,-1.131,1.514,1.907,71.62,19,1
62.19,-0.527,-0.73,-0.385,0.98,28.39,10,0
90.83,-0.536,-2.199,-0.758,2.386,46.5,11,0
127.35,-0.61,1.372,-0.283,1.528,84.69,17,1
66.25,0.231,-0.026,-0.147,0.275,54.67,19,0
75.17,-0.127,-0.925,0.545,1.081,51.27,21,0
106.71,-0.478,-0.146,-2.097,2.156,64.19,15,1
113.81,0.058,-0.98,-1.415,1.722,79.87,8,1
114.43,-0.662,0.344,0.598,0.956,39.57,14,0
121.83,-1.47,0.504,-1.619,2.244,80.55,11,1
114.66,2.003,-1.464,0.309,2.5,64.77,12,1
94.36,-0.971,-0.508,-0.603,1.251,47.7,23,0
136.01,2.788,-1.297,2.777,4.143,74.5,13,2
110.26,-1.375,0.035,-1.061,1.737,89.81,3,1
73.53,-1.066,0.208,-0.05,1.087,47.76,16,0
141.99,-0.167,-0.608,-1.769,1.878,75.43,14,2
153.11,-2.449,-1.632,-0.171,2.948,103.8,19,2
91.85,0.988,-0.288,0.471,1.132,53.16,1,0
113.65,0.582,-0.33,0.004,0.669,27.48,2,0
81.61,0.332,-0.456,-0.993,1.142,60.83,12,0
94.82,-0.915,0.225,-1.029,1.396,40.16,6,0
60.93,1.117,0.954,-0.433,1.532,16.0,11,0
63.93,-1.141,-0.116,-0.637,1.312,27.37,10,0
109.22,-1.614,0.771,-1.388,2.264,69.66,13,1
143.83,-1.862,2.15,-1.946,3.446,102.65,15,2
74.16,-0.162,0.101,-0.08,0.207,62.18,6,0
116.1,-1.054,0.521,-1.723,2.086,70.38,9,1
117.02,1.129,0.552,0.826,1.504,82.78,5,1
100.0,0.035,1.737,-1.713,2.439,100.56,18,2
153.42530378085576,0.9663857717166118,2.58195362622127,-2.334758567941318,3.6126837058215973,90.07335949542497,16,2
93.91,0.545,-0.301,-0.073,0.627,33.06,2,0
140.37,1.661,-2.458,-0.937,3.111,74.79,0,2
58.02,-1.297,0.292,-0.195,1.344,59.61,15,0
87.4,0.746,-0.043,0.915,1.181,49.52,2,0
142.57,2.075,0.718,-0.236,2.209,63.16,20,1
70.56,-0.094,-0.303,0.187,0.368,34.6,20,0
100.5,2.057,-0.001,0.563,2.133,28.18,21,0
80.33,-1.052,0.431,0.13,1.144,21.1,18,0
97.66,0.031,0.387,0.229,0.45,45.09,22,0
81.46,-0.416,0.844,-0.336,0.999,46.76,4,0
105.4,0.011,-0.158,0.146,0.215,52.07,23,0
89.67,-0.127,-0.47,0.369,0.611,52.08,12,0
98.49,0.168,0.323,0.004,0.364,39.71,22,0
88.38,1.079,0.192,-1.152,1.59,37.26,3,0
96.22,0.151,-0.34,-1.48,1.526,25.43,5,0
149.42,2.424,2.578,-0.032,3.539,98.25,2,2
79.36,-0.382,-0.457,-1.272,1.405,59.1,3,0
151.01,0.862,2.655,-0.293,2.807,93.59,14,2
71.22,-0.073,-0.026,0.055,0.095,33.45,16,0
71.42,1.195,-0.768,0.873,1.668,31.29,7,0
78.13,-0.313,-0.411,-0.42,0.666,31.18,5,0
65.67,-0.242,0.425,0.381,0.62,48.45,16,0
62.12,-0.013,-0.014,0.081,0.083,27.28,4,0
75.27,0.376,-0.868,0.987,1.367,43.41,4,0
158.2,-1.702,-1.218,1.438,2.54,83.6,10,2
101.28,-0.33,0.16,0.825,0.903,58.84,16,0
72.2,-0.886,0.297,1.162,1.491,85.0,18,0
71.14,-0.468,-0.757,-0.577,1.061,42.06,21,0
92.97,-0.554,-0.114,-0.244,0.616,25.04,0,0
118.93,0.316,0.401,-1.815,1.885,74.1,13,1
154.44,-3.617,1.415,-1.321,4.102,102.29,18,2
101.21,0.763,-0.943,0.249,1.238,85.72,7,1
56.0,-0.073,0.082,0.665,0.674,43.22,20,0
64.79,1.553,-1.319,-1.016,2.277,25.87,23,0
68.31,-0.124,-0.163,0.2,0.287,38.28,23,0
74.6,0.197,0.202,-0.079,0.293,53.25,14,0
102.76,-0.079,0.081,-0.0,0.113,34.17,9,0
87.7,-0.576,-0.688,0.262,0.935,55.24,20,0
89.34,0.842,-0.719,-0.499,1.215,32.13,14,0
73.33,-0.287,-0.243,0.295,0.478,49.25,19,0
65.58,-0.572,-0.153,-1.036,1.194,24.26,10,0
78.68,-1.916,0.972,0.153,2.154,47.16,11,0
94.62,0.897,0.964,1.277,1.834,26.24,19,0
92.35,-0.16,0.462,-1.181,1.278,25.83,10,0
102.96,0.056,0.432,-2.414,2.453,72.38,21,1
90.27,0.65,-0.441,0.214,0.814,42.6,3,0
77.69549950023236,-0.8491677002542581,1.0494051450464006,1.104507758021134,1.744211664086052,57.40373132975187,12,0
97.27,1.163,2.08,-0.21,2.392,72.02,8,1
62.38,-0.248,0.119,0.32,0.422,57.54,14,0
81.19,0.02,-0.101,0.017,0.105,52.11,14,0
91.31,0.231,-0.365,0.036,0.434,44.67,1,0
95.53,-0.008,-0.311,0.22,0.381,66.04,20,0
109.36,-0.634,-0.877,0.244,1.109,46.63,6,0
94.44,-0.82,0.692,0.376,1.137,57.14,7,0
111.38,-0.377,-1.286,-0.839,1.581,49.9,20,1
112.68,0.052,-0.03,-0.27,0.277,46.29,9,0
138.12,-0.993,-0.253,2.248,2.47,100.71,1,2
139.27,1.856,-2.663,-1.113,3.431,88.22,12,2
72.47,1.33,-0.788,-0.036,1.546,42.97,7,0
93.29,0.524,-0.232,0.077,0.578,27.78,22,0
66.79,-0.296,-0.516,-0.143,0.611,49.33,22,0
85.76,-0.886,-0.821,-0.652,1.373,54.05,20,0
94.89,1.225,0.076,0.011,1.227,44.46,15,0
63.4,0.13,-0.062,0.185,0.234,21.99,21,0
124.25,1.022,0.997,0.131,1.434,72.1,3,1
89.83,-0.036,-0.354,0.256,0.438,41.58,17,0
77.26,0.19,0.932,0.361,1.017,64.3,18,0
101.07,1.538,0.401,-2.357,2.843,72.87,5,1
98.84,1.737,-0.138,0.367,1.78,70.43,14,1
88.5,-0.244,0.766,0.347,0.875,26.13,16,0
81.65,-0.19,-0.505,-0.507,0.74,63.6,1,0
72.07,-1.914,0.328,-1.63,2.535,56.88,8,0
86.75,0.347,-0.583,0.326,0.753,60.72,9,0
117.06,0.172,0.563,1.767,1.862,82.11,22,1
87.48,0.279,-1.068,1.489,1.854,31.11,22,0
67.52,0.183,0.809,0.715,1.095,34.88,4,0
133.24,0.5,2.751,-0.963,2.957,92.23,19,2
167.24,2.614,0.423,0.891,2.794,88.25,20,2
63.73,0.498,-0.27,-0.089,0.574,69.05,18,0
110.48,1.122,-0.104,1.16,1.617,65.53,18,1
106.95,0.0,-1.346,-0.68,1.508,67.11,9,1
58.12,0.083,-0.498,0.501,0.711,32.67,11,0
91.12,0.735,0.932,0.4,1.253,57.45,13,0
58.81,-0.357,-0.743,-0.355,0.898,62.22,23,0
89.2,-1.003,0.536,0.59,1.281,21.9,2,0
89.03,0.791,1.675,0.613,1.951,44.65,2,0
96.27,0.036,0.016,-0.014,0.041,33.27,22,0
37.764922819315935,0.213,0.943,0.371,1.035499396426671,17.67,5,0
117.71,-2.051,0.438,0.615,2.186,73.44,12,1
64.63,0.217,0.916,1.107,1.454,52.55,20,0
88.41,0.664,0.265,-0.306,0.777,53.73,3,0
68.02,-0.448,0.266,0.723,0.891,45.16,2,0
125.62,0.651,-1.605,1.777,2.482,65.86,18,1
99.43,0.994,-1.146,0.346,1.555,77.76,23,1
101.23,-1.314,1.834,0.683,2.357,68.96,6,1
95.36,-0.103,-0.113,-0.76,0.776,59.35,2,0
112.55,-1.037,-0.552,-2.505,2.767,81.15,18,1
81.15,-0.959,-1.408,1.504,2.273,83.47,8,1
68.56,0.497,-0.34,0.044,0.603,18.97,17,0
67.51,-0.507,-0.987,0.254,1.138,45.71,3,0
68.2,-0.683,-0.033,-1.191,1.373,50.39,4,0
63.98,-1.812,-0.131,-0.803,1.986,63.83,6,0
81.09,-0.076,0.443,0.028,0.45,41.58,20,0
67.77,-0.266,-0.323,-1.253,1.321,53.6,17,0
81.81,-1.027,0.137,-1.147,1.546,16.73,1,0
67.98,0.016,0.074,1.186,1.188,25.26,9,0
89.7,-0.085,0.617,-0.751,0.975,24.67,17,0
124.69,0.609,1.576,1.587,2.318,79.1,6,1
89.48,0.508,1.139,-0.526,1.353,31.87,6,0
68.44,0.645,-0.229,-0.184,0.709,25.49,20,0
143.18,-1.838,-1.277,2.387,3.272,101.98,8,2
86.55,0.722,-2.162,-0.398,2.314,30.99,5,0
101.58,-1.144,0.229,0.909,1.479,66.37,13,1
69.74,0.596,-0.481,0.242,0.804,52.18,11,0
113.03,-1.027,-0.771,-0.848,1.539,43.83,18,0
115.24,-0.885,-2.235,0.495,2.454,63.39,21,1
139.64,1.682,0.026,1.843,2.496,92.78,21,2
93.64,0.033,0.007,0.003,0.034,39.86,5,0
82.32,-0.733,0.708,1.593,1.891,64.18,3,0
58.83,0.003,0.201,0.09,0.22,59.49,14,0
127.07,-0.405,1.357,0.818,1.635,70.14,4,1
81.63,0.111,0.712,0.317,0.787,50.42,23,0
80.46,-0.499,0.227,-0.33,0.64,31.39,21,0
163.8,1.551,-2.793,-1.308,3.452,87.51,9,2
114.16,-0.548,-1.606,-0.131,1.702,76.65,6,1
128.85,-1.137,-0.64,1.914,2.317,63.68,19,1
111.54,0.129,-0.379,0.033,0.401,58.67,12,0
133.86,-0.481,2.932,-1.624,3.386,97.99,23,2
90.13,0.079,-0.069,-0.031,0.109,51.45,11,0
59.26,0.0,1.131,-0.083,1.134,56.17,11,0
86.64,0.195,-0.272,0.434,0.548,49.94,19,0
105.08,0.301,1.028,-2.452,2.676,72.78,6,1
97.52,0.115,-0.389,1.756,1.802,79.37,18,1
60.29,0.146,0.188,-0.449,0.508,31.91,16,0
109.15,0.083,-1.482,-1.145,1.875,73.45,8,1
98.42,0.97,-0.119,0.96,1.369,20.53,2,0
104.52,-0.625,-0.021,1.758,1.866,66.85,13,1
125.05,-1.488,-1.268,-1.181,2.284,63.0,17,1
100.51,-0.016,0.534,0.712,0.891,46.56,8,0
92.68,-0.396,0.879,-1.415,1.712,39.97,12,0
116.94,0.551,-0.904,2.076,2.33,62.05,2,1
138.77,-0.028,1.526,-1.529,2.16,94.44,14,2
130.47,-1.621,2.298,0.55,2.866,75.24,10,1
64.86,-0.34,-1.166,-0.119,1.22,70.94,12,0
76.25,0.684,0.202,-0.345,0.792,31.44,23,0
89.86,-0.569,0.359,0.843,1.079,30.49,0,0
148.38,-0.915,-2.352,0.002,2.524,96.17,12,2
91.2,0.336,-0.674,1.038,1.282,56.42,12,0
105.69,-0.074,0.843,1.868,2.05,70.44,4,1
81.23,-0.663,-0.249,0.248,0.751,27.93,18,0
76.41,0.78,-0.048,-0.849,1.154,53.61,15,0
76.4,-0.016,-0.29,0.013,0.291,46.54,4,0
139.17,-1.38,1.034,-1.584,2.342,100.2,23,2
111.29,-1.312,-0.128,1.518,2.01,72.56,21,1
113.04,-0.354,-0.402,-0.365,0.648,78.79,5,0
133.35,1.983,-2.98,-0.556,3.623,91.83,6,2
98.61,0.03,-0.112,0.018,0.117,47.57,0,0
93.52,0.006,-0.796,-0.499,0.94,82.03,11,0
96.13,0.669,0.155,0.218,0.721,39.67,17,0
98.88,0.787,-1.023,0.697,1.467,43.46,10,0
66.13,0.048,0.46,0.125,0.479,41.13,8,0
104.71,1.777,0.075,0.136,1.784,68.29,6,1
69.63,0.362,0.258,0.223,0.497,26.66,15,0
69.88,-0.157,-0.557,-0.157,0.6,54.4,0,0
101.49,-0.164,0.156,0.138,0.265,54.35,15,0
91.45,0.304,0.499,-1.11,1.254,63.22,4,0
56.66,0.038,-0.661,-0.132,0.675,55.36,19,0
85.87,0.134,-0.264,-0.271,0.401,30.69,11,0
95.33,0.421,0.307,-0.23,0.57,50.28,15,0
79.74,-0.226,-0.423,0.404,0.627,23.71,8,0
92.95,0.39,0.083,-0.699,0.805,38.63,8,0
94.55880730898569,-0.4058451532425116,-1.109890053423331,2.081917278032699,2.393939383457644,38.04018326544204,8,1
158.12,-1.853,-0.905,2.151,2.98,111.01,1,2
83.09,-0.798,-0.852,-0.533,1.283,50.53,8,0
73.72,0.061,1.395,-0.976,1.703,32.92,0,0
155.4,2.112,1.552,0.082,2.622,86.45,9,2
65.62,1.597,-0.891,-0.076,1.831,56.61,5,0
75.83,-0.944,-1.021,-0.512,1.482,47.77,13,0
101.68,-0.122,-0.215,0.204,0.32,23.55,2,0
105.22,0.134,-0.865,-0.273,0.917,50.17,17,0
91.76,-0.869,-0.545,-2.277,2.498,60.34,3,0
103.69,0.807,1.099,1.413,1.963,61.01,19,1
103.81,0.161,-0.747,0.26,0.807,22.48,23,0
69.93,-0.087,0.014,0.009,0.088,51.94,9,0
83.93,-0.017,-0.633,0.739,0.973,69.01,5,0
76.54,-0.91,-0.038,0.222,0.937,16.0,5,0
88.22,-0.552,-0.46,0.427,0.836,33.78,9,0
111.63,-1.547,-0.691,1.337,2.159,92.12,6,1
74.14,1.219,-0.017,-0.646,1.38,17.43,18,0
80.55,-1.291,0.097,-1.817,2.231,68.7,18,1
74.64,-0.015,-0.622,-1.041,1.213,48.03,19,0
74.32,0.414,-0.864,0.96,1.356,51.22,9,0
147.75,-2.187,-1.117,3.173,4.012,97.32,20,2
90.22,-0.81,0.732,-0.682,1.287,22.9,17,0
121.44,-0.523,1.805,-0.178,1.887,95.19,21,1
87.81,0.975,-1.539,0.058,1.823,63.93,2,0
67.3,-1.173,0.764,-0.898,1.663,54.96,5,0
101.51,-0.811,0.806,0.39,1.209,75.49,0,0
70.54,-0.029,-0.003,0.007,0.03,53.94,3,0
90.49,-0.968,0.307,0.435,1.105,59.12,16,0
101.59,-0.548,-0.456,1.728,1.87,81.96,12,1
120.5,0.777,-1.478,0.832,1.866,62.97,19,1
71.41,0.341,0.903,0.26,1.0,58.22,15,0
123.33,-1.004,-1.544,-0.255,1.859,80.09,12,1
37.60939052373065,2.378,0.775,-0.348,2.5251956359854577,96.12,18,2
83.74,-0.383,-0.469,-0.105,0.615,35.74,17,0
170.25,2.022,2.68,1.721,3.773,92.05,23,2
74.82,-0.277,0.388,0.256,0.541,17.86,21,0
80.9,-0.671,-0.784,0.63,1.209,74.34,15,1
87.52,-0.013,0.014,-0.077,0.079,17.86,4,0
84.06,1.141,0.859,-0.3,1.459,45.46,19,0
91.37,-1.045,2.4453252854654925,-0.079,2.660428866129837,27.02,4,0
128.07,-0.698,-0.249,-1.568,1.735,73.41,0,1
136.1,1.233,-1.406,-2.13,2.834,101.94,3,2
114.73,0.382,1.162,-2.238,2.55,84.86,6,1
95.15,-0.664,0.569,-1.826,2.025,48.32,0,0
128.81,0.186,0.799,-0.064,0.823,48.6,13,0
100.97,-0.381,1.383,-0.151,1.443,51.74,15,0
115.19,-0.265,1.266,-1.671,2.113,81.38,2,1
106.41,0.284,-2.299,1.001,2.523,67.91,10,1
82.71,0.015,0.353,-0.002,0.353,40.39,18,0
105.18,-1.025,-0.021,-0.783,1.29,18.79,8,0
98.38,-0.122,-0.038,-0.064,0.143,23.11,19,0
113.51,0.014,-1.092,1.212,1.631,65.03,17,1
124.55,0.107,-0.133,1.516,1.526,81.44,21,1
87.74,0.435,0.889,-0.958,1.377,37.74,20,0
79.92,-0.064,0.031,-0.077,0.105,46.89,13,0
79.3,2.407,-0.69,0.318,2.524,46.88,15,0
71.55,0.788,0.688,-0.165,1.059,28.54,17,0
120.5,2.363,0.582,-0.259,2.447,50.27,3,1
79.97,0.028,0.098,-0.047,0.112,55.5,14,0
79.88,1.485,0.798,-1.116,2.022,35.25,16,0
89.58,-0.072,0.583,-0.058,0.591,43.8,0,0
100.89,0.189,-0.077,0.18,0.273,38.46,12,0
92.03,-0.586,0.057,1.069,1.22,78.41,11,0
130.95,-3.061,-0.115,-1.903,3.606,94.68,2,2
142.93,-0.125,-2.209,3.188,3.881,89.68,21,2
95.75,-0.165,-0.023,-0.647,0.669,27.02,19,0
78.63,0.546,-0.66,-0.838,1.199,54.49,18,0
76.79,0.777,0.942,-1.367,1.833,59.16,10,0
166.27,-0.284,2.937,-0.328,2.968,105.48,16,2
94.73,0.534,-0.529,-1.584,1.753,35.59,14,0
77.09,-0.188,0.473,-0.54,0.742,31.83,23,0
98.37,-0.34,-0.167,-0.027,0.38,42.38,16,0
133.31,-0.54,-0.885,1.97,2.226,73.71,7,1
63.18,0.276,-0.416,1.223,1.321,42.73,6,0
65.7,-0.167,0.82,-0.099,0.843,49.05,11,0
134.19,1.407,-1.665,-2.133,3.05,105.02,7,2
56.0,0.056,-0.043,-0.08,0.107,66.67,12,0
70.39,-0.016,0.019,-0.248,0.249,44.18,3,0
89.97,1.4,-0.347,0.278,1.469,44.01,9,0
141.48,-0.945,-2.918,1.264,3.318,106.72,10,2
123.47,1.028,1.34,1.32,2.144,75.62,2,1
84.87,0.164,-0.263,0.413,0.516,23.96,5,0
74.2,0.943,0.086,-0.899,1.305,32.86,7,0
98.54,-0.282,0.99,-0.211,1.051,39.4,21,0
80.92,-0.658,-0.402,-0.061,0.774,26.94,13,0
69.33,-0.132,0.991,0.712,1.227,62.77,13,0
63.94,0.35,0.275,-0.782,0.9,47.5,22,0
75.78,0.176,-0.479,-0.035,0.512,54.41,22,0
104.74,-0.103,1.611,-2.397850538704934,2.890608449092949,67.29,22,1
56.82,-0.132,0.004,-0.444,0.463,57.97,10,0
108.59,-1.091,-0.267,0.273,1.156,58.29,21,1
95.46,0.727,-1.973,0.246,2.117,51.36,9,1
95.73,0.912,1.061,0.435,1.465,39.24,13,0
125.4,-0.293,-0.363,0.229,0.52,76.79,1,0
110.75,0.901,-1.178,3.494224178735622,3.7959304012666815,59.74,17,1
110.65,-0.297,-1.467,-1.172,1.9,84.11,1,1
110.61,0.271,0.489,0.107,0.569,67.11,11,0
156.46,1.451,-2.591,1.414,3.289,83.39,22,2
107.09,-1.08,0.287,1.305,1.718,66.04,0,1
93.33,-0.14,0.545,0.942,1.097,25.18,1,0
75.47,0.553,-0.223,0.013,0.596,54.68,4,0
126.96,1.699,-1.015,-1.302,2.368,83.44,15,1
81.09,0.214,-0.709,1.166,1.381,42.45,2,0
95.12,0.237,0.067,0.823,0.859,61.18,10,0
110.93,-0.723,-0.199,0.161,0.767,59.84,10,0
97.8,-1.27,-0.428,0.221,1.358,28.05,16,0
77.59,-0.675,0.949,-0.257,1.192,40.2,8,0
80.99,0.236,-0.891,-0.131,0.931,24.82,2,0
71.01,-0.007,1.094,-0.655,1.275,84.89,0,0
87.95,0.311,-0.225,-0.339,0.512,38.16,20,0
147.92,1.666,2.756,-0.655,3.286,100.85,7,2
66.68,0.736,0.694,0.377,1.079,60.28,15,0
129.18,0.151,-0.82,-1.688,1.882,78.16,4,1
83.98,0.9,-0.558,-0.671,1.253,39.71,18,0
85.89,0.53,0.513,-0.168,0.756,20.38,21,0
85.48,0.823,-0.52,0.664,1.178,35.64,8,0
125.2,0.661,-1.326,1.931,2.434,61.27,12,1
120.93,0.429,-1.212,0.475,1.37,72.24,11,0
116.49,-0.02,-0.378,-0.206,0.43,21.53,9,0
83.86,-1.684,0.33,0.066,1.718,64.0,6,0
127.98,0.598,0.85,3.031099225450718,3.204319976926141,61.07,3,1
44.896268728957594,-0.385,0.083,0.13,0.41474570522188653,25.45,3,0
64.97,0.145,0.759,-0.668,1.021,26.66,1,0
74.33,0.623,0.81,-1.105,1.505,53.47,11,0
104.07,-1.415,-0.115,-0.755,1.608,84.48,5,1
131.11,0.552,1.836,-0.132,1.921,61.18,1,1
99.65,0.327,0.615,0.17,0.717,39.85,8,0
110.95,1.421,-0.005,-0.591,1.539,62.83,12,1
85.75,0.51,1.522,-0.172,1.614,54.93,10,1
112.12,1.319,-0.631,-0.126,1.468,56.18,22,0
70.2,0.818,-0.711,-0.669,1.274,33.39,0,0
64.92,0.649,-0.611,1.814,2.021,54.12,12,0
77.77,-0.1,-0.1,0.145,0.203,54.16,11,0
68.44,0.823,-0.415,0.743,1.184,32.22,17,0
100.2,0.187,0.249,0.402,0.509,52.28,5,0
115.2,1.58,1.119,-1.784,2.633,72.06,10,1
70.27,0.026,0.074,-0.039,0.088,28.04,4,0
75.78,-0.725,0.974,-0.054,1.215,46.2,22,0
74.12,0.437,1.093,-0.039,1.178,28.05,17,0
83.52,-0.033,0.04,0.01,0.053,22.44,22,0
125.68,-1.265,0.369,-1.086,1.708,64.85,5,1
91.09,-0.326,-0.287,1.419,1.484,54.89,10,0
111.49,1.401,-0.46,0.413,1.531,70.98,14,1
38.85293074149189,0.203,0.918,0.818,1.24621707579378,36.0,7,0
68.9,-0.099,1.072,-0.3,1.117,52.77,13,0
163.52,-1.636,-1.109,-2.478,3.1696783748513035,122.14358363639863,2,2
61.75,0.789,0.324,-0.955,1.281,52.14,20,0
69.94,-0.009,0.016,-0.014,0.023,41.89,21,0
103.38,0.056,-0.227,0.187,0.299,62.12,9,0
119.85,1.266,-0.654,-0.22,1.442,69.83,19,0
101.24,1.147,0.7,0.13,1.35,66.56,12,0
53.52137674117828,0.41146388426919944,0.32148469070947433,0.2703532082047032,0.5880015234716991,34.618234389113354,13,0
88.09,-0.246,0.45,-0.687,0.857,68.08,12,0
88.97,-0.606,-0.384,-1.073,1.291,26.08,21,0
112.35,-0.7,-1.742,-0.442,1.929,63.03,13,1
102.17,0.219,-0.072,0.478,0.53,72.97,23,0
64.81,-0.702,1.21,-0.429,1.463,52.35,3,0
93.71,0.183,0.015,-0.079,0.2,56.96,19,0
66.52,0.074,0.075,-0.108,0.151,61.45,6,0
86.18,0.401,0.078,0.135,0.431,61.9,9,0
102.13,-0.805,-1.643,0.756,1.98,79.37,13,1
80.3,0.304,-0.545,0.18,0.65,51.15,14,0
70.88,-0.148,2.14,1.132,2.425,49.16,18,0
101.27,-2.2,-0.044,-1.036,2.432,66.81,14,1
65.88,1.076,-0.366,0.389,1.201,56.62,5,0
69.51,0.244,-0.187,0.278,0.414,34.8,4,0
85.78,0.692,-0.419,0.672,1.052,58.5,7,0
93.94,0.024,0.04,0.004,0.047,63.1,15,0
75.44,0.333,-0.006,0.377,0.503,37.65,22,0
130.91126589637122,0.9764942616733081,-1.1572865984134895,0.8861683089305947,1.7544650425988186,62.20662949685729,13,1
84.6,-0.474,0.128,0.23,0.542,72.1,3,0
87.77,-0.111,0.082,0.051,0.147,23.32,22,0
63.0,-0.162,-1.137,-0.035,1.15,49.96,6,0
129.57,-0.324,0.469,1.629,1.726,97.89,7,1
91.95,0.459,-0.349,-0.007,0.577,36.41,21,0
104.0,0.088,-0.015,-0.085,0.123,44.94,5,0
61.75,-0.915,0.927,0.252,1.327,56.81,17,0
89.6,-0.354,0.526,-0.753,0.984,64.0,10,0
90.37,-1.024,0.166,1.0,1.441,43.48,10,0
89.55,0.161,-1.077,-0.073,1.091,36.99,6,0
115.67,-1.052,-1.526,0.732,1.993,77.16,17,1
107.36,-0.945,-0.3,0.765,1.252,37.12,4,0
